id,created_at,total engagement Jan 2021,status as of Jan 2021,summarised status as of Jan 2021,status as of Jan 2022,status as of Dec 2023
1243275608747999232,2020-03-26,4616,Online,Online,Unknown,Online
1243275612745273355,2020-03-26,87549,Online,Online,Unknown,Online
1243275613462560770,2020-03-26,5879,Online,Online,Unknown,Online
1243275621024882688,2020-03-26,21684,Online,Online,Unknown,Online
1243275646773714946,2020-03-26,37467,Online,Online,Unknown,Online
1243275655531368467,2020-03-26,30437,Online,Online,Unknown,Online
1243275659553771520,2020-03-26,360140,Online,Online,Unknown,Online
1243275676192509959,2020-03-26,43251,Online,Online,Unknown,Online
1243275680248238081,2020-03-26,97602,Online,Online,Unknown,This Tweet is from a suspended account
1243275684769914880,2020-03-26,0,Online,Online,Unknown,Online
1243275684769914880,2020-03-26,0,Online,Online,Unknown,Online
1243275684769914880,2020-03-26,0,Online,Online,Unknown,Online
1243275693133303827,2020-03-26,18330,Online,Online,Unknown,Online
1243275693133303827,2020-03-26,18330,Online,Online,Unknown,Online
1243275693204504576,2020-03-26,191543,Online,Online,Unknown,Online
1243275701173784578,2020-03-26,7188,Online,Online,Unknown,Online
1243275717590253569,2020-03-26,7366,Online,Online,Unknown,This Tweet is from a suspended account
1243275718244675584,2020-03-26,3969,Online,Online,Unknown,Online
1243275718500454404,2020-03-26,23,Online,Online,Unknown,Online
1243275726238953472,2020-03-26,738,Online,Online,Unknown,Online
1243275734593998849,2020-03-26,19215,Online,Online,Unknown,Online
1243275739023228928,2020-03-26,36476,Online,Online,Unknown,This Tweet is from an account that no longer exists
1243275746996629507,2020-03-26,10838,Online,Online,Unknown,Online
1243275751870418944,2020-03-26,70141,Online,Online,Unknown,Online
1243275772887830528,2020-03-26,2493,Online,Online,Unknown,This Tweet is from a suspended account
1243275777040199680,2020-03-26,996,Online,Online,Unknown,Online
1243275780945252354,2020-03-26,110364,Online,Online,Unknown,Online
1243310136485007361,2020-03-26,20245,Online,Online,Unknown,You’re unable to view this Tweet because this account owner limits who can view their Tweets
1243310136845877250,2020-03-26,5659,Online,Online,Unknown,Online
1243310136845877250,2020-03-26,5659,Online,Online,Unknown,Online
1243310157670436865,2020-03-26,52839,Online,Online,Unknown,Online
1243310165224558593,2020-03-26,18596,Online,Online,Unknown,Online
1243310165752868864,2020-03-26,36089,Online,Online,Unknown,Online
1243310169708040192,2020-03-26,3556,Online,Online,Unknown,Online
1243310178704879617,2020-03-26,2286,Online,Online,Unknown,Online
1243310183125835778,2020-03-26,1333,Online,Online,Unknown,You’re unable to view this Tweet because this account owner limits who can view their Tweets
1243310233268686852,2020-03-26,7239,Online,Online,Unknown,Online
1243310291095449601,2020-03-26,459002,Online,Online,Unknown,Online
1243310320950657026,2020-03-26,122,Online,Online,Unknown,This Tweet is from a suspended account
1243370106987692038,2020-03-27,15335,Online,Online,Unknown,Online
1243370169629585408,2020-03-27,7025,Online,Online,Unknown,Online
1243370219801702400,2020-03-27,5638,Online,Online,Unknown,Online
1243370249103323136,2020-03-27,1464,Online,Online,Unknown,Online
1243370257122648067,2020-03-27,11874,Online,Online,Unknown,This Tweet is from a suspended account
1243370269932171264,2020-03-27,739,Online,Online,Unknown,Online
1243370282108227584,2020-03-27,24835,Online,Online,Unknown,Online
1243370282108227584,2020-03-27,24835,Online,Online,Unknown,Online
1243370282598965254,2020-03-27,125042,Online,Online,Unknown,Online
1243370291184537600,2020-03-27,9304,Online,Online,Unknown,Online
1243370291184537600,2020-03-27,9304,Online,Online,Unknown,Online
1243370312462450689,2020-03-27,2627,Online,Online,Unknown,Online
1243370345312055296,2020-03-27,22563,Online,Online,Unknown,Online
1243370349737185281,2020-03-27,11041,Online,Online,Unknown,Online
1243370349737185281,2020-03-27,11041,Online,Online,Unknown,Online
1243370349737185281,2020-03-27,11041,Online,Online,Unknown,Online
1243376368337014790,2020-03-27,20564,Online,Online,Unknown,This Tweet is from a suspended account
1243376399206907904,2020-03-27,923,Online,Online,Unknown,Online
1243376460921835520,2020-03-27,1645,Online,Online,Unknown,Online
1243376486066917376,2020-03-27,1072212,Online,Online,Unknown,Online
1243376498297495552,2020-03-27,19275,Online,Online,Unknown,Online
1243376532141342722,2020-03-27,7914,Online,Online,Unknown,You’re unable to view this Tweet because this account owner limits who can view their Tweets
1243376532141342722,2020-03-27,7914,Online,Online,Unknown,You’re unable to view this Tweet because this account owner limits who can view their Tweets
1243376532141342722,2020-03-27,7914,Online,Online,Unknown,You’re unable to view this Tweet because this account owner limits who can view their Tweets
1243376549551919110,2020-03-27,203,Online,Online,Unknown,Online
1243376592216190976,2020-03-27,22793,Online,Online,Unknown,Online
1243376592409071617,2020-03-27,59,Online,Online,Unknown,You’re unable to view this Tweet because this account owner limits who can view their Tweets
1243382447145807877,2020-03-27,289,Online,Online,Unknown,Online
1243382447145807877,2020-03-27,289,Online,Online,Unknown,Online
1243382501566865409,2020-03-27,1165,Online,Online,Unknown,Online
1243382501566865409,2020-03-27,1165,Online,Online,Unknown,Online
1243382514078699520,2020-03-27,15388,Online,Online,Unknown,Online
1243382521502388224,2020-03-27,23539,Online,Online,Unknown,Online
1243382531010908164,2020-03-27,8762,Online,Online,Unknown,This Tweet is from a suspended account
1243382531010908164,2020-03-27,8762,Online,Online,Unknown,This Tweet is from a suspended account
1243382538300579840,2020-03-27,551,Online,Online,Unknown,Online
1243382538300579840,2020-03-27,551,Online,Online,Unknown,Online
1243382546752106503,2020-03-27,4800,Online,Online,Unknown,This Tweet is from a suspended account
1243382546752106503,2020-03-27,4800,Online,Online,Unknown,This Tweet is from a suspended account
1243382564699508736,2020-03-27,37036,Online,Online,Unknown,Online
1243382577198555136,2020-03-27,10806,Online,Online,Unknown,Online
1243382601668157447,2020-03-27,32815,Online,Online,Unknown,This Tweet is from a suspended account
1243382618067881986,2020-03-27,783,Online,Online,Unknown,Online
1243382618067881986,2020-03-27,783,Online,Online,Unknown,Online
1243382618067881986,2020-03-27,783,Online,Online,Unknown,Online
1243382634689921025,2020-03-27,784,Online,Online,Unknown,Online
1243382660107395074,2020-03-27,3481,Online,Online,Unknown,Online
1243382660157730816,2020-03-27,138542,Online,Online,Unknown,This Tweet is from a suspended account
1243382685625507842,2020-03-27,96294,Online,Online,Unknown,Online
1243402280872763399,2020-03-27,89732,Online,Online,Unknown,Online
1243402314284552192,2020-03-27,69,Online,Online,Unknown,Online
1243402314284552192,2020-03-27,69,Online,Online,Unknown,Online
1243402319842013184,2020-03-27,12947,Online,Online,Unknown,Online
1243402339748175872,2020-03-27,134738,Online,Online,Unknown,Online
1243402378692268032,2020-03-27,184956,Online,Online,Unknown,Online
1243402382077116417,2020-03-27,47858,Online,Online,Unknown,This Tweet is from a suspended account
1243402382077116417,2020-03-27,47858,Online,Online,Unknown,This Tweet is from a suspended account
1243402382077116417,2020-03-27,47858,Online,Online,Unknown,This Tweet is from a suspended account
1243402382077116417,2020-03-27,47858,Online,Online,Unknown,This Tweet is from a suspended account
1243402411105865728,2020-03-27,20113,Online,Online,Unknown,Online
1243402419037302784,2020-03-27,3269,Online,Online,Unknown,Online
1243402445318795271,2020-03-27,3107,Online,Online,Unknown,Online
1243402445780160512,2020-03-27,76163,Online,Online,Unknown,Online
1243402453879422977,2020-03-27,9658,Online,Online,Unknown,You’re unable to view this Tweet because this account owner limits who can view their Tweets
1243402457671065605,2020-03-27,2124,Online,Online,Unknown,You’re unable to view this Tweet because this account owner limits who can view their Tweets
1243404304033038336,2020-03-27,74568,Online,Online,Unknown,Online
1243404340754124800,2020-03-27,4085,Online,Online,Unknown,Online
1243404354285010948,2020-03-27,54,Online,Online,Unknown,Online
1243404420206850054,2020-03-27,142599,Online,Online,Unknown,Online
1243404428620619779,2020-03-27,6541,Online,Online,Unknown,Online
1243404429195227140,2020-03-27,351,Online,Online,Unknown,Online
1243404432575885314,2020-03-27,7906,Online,Online,Unknown,Online
1243404450150006785,2020-03-27,101181,Online,Online,Unknown,Online
1243404450150006785,2020-03-27,101181,Online,Online,Unknown,Online
1243404458228248576,2020-03-27,29513,Online,Online,Unknown,Online
1243404458228248576,2020-03-27,29513,Online,Online,Unknown,Online
1243404458228248576,2020-03-27,29513,Online,Online,Unknown,Online
1243404466155483136,2020-03-27,881,Online,Online,Unknown,Online
1243404479908593664,2020-03-27,332,Online,Online,Unknown,Online
1243404479908593664,2020-03-27,332,Online,Online,Unknown,Online
